Rank on List,Ethnicity,Gender,Race,Project Type,VI Score,Household Type
211,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,#N/A,Household without Children
212,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,10,Household without Children
213,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,10,Household without Children
214,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,10,Household without Children
215,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,10,Household without Children
216,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,10,Household without Children
217,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,10,Household without Children
218,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,#N/A,Household without Children
219,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,6,Household without Children
220,Hispanic/Latin(a)(o)(x),Male,White,TH,10,Household without Children
221,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,10,Household without Children
222,Non-Hispanic/Non-Latin(a)(o)(x),Female,Multi-Racial,TH,10,Household without Children
223,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",TH,10,Household without Children
224,Non-Hispanic/Non-Latin(a)(o)(x),Other gender,White,TH,10,Household without Children
225,Non-Hispanic/Non-Latin(a)(o)(x),Female,"American Indian, Alaska Native, or Indigenous",TH,10,Household without Children
226,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,10,Household without Children
227,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,10,Household without Children
228,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,10,Household without Children
229,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,10,Household without Children
230,Non-Hispanic/Non-Latin(a)(o)(x),Female,"American Indian, Alaska Native, or Indigenous",TH,10,Household without Children
231,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,10,Household without Children
232,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,10,Household without Children
233,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,10,Household without Children
234,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,10,Household without Children
235,Non-Hispanic/Non-Latin(a)(o)(x),Transgender,White,TH,10,Household without Children
236,Non-Hispanic/Non-Latin(a)(o)(x),Transgender,White,TH,#N/A,Household without Children
237,Non-Hispanic/Non-Latin(a)(o)(x),Male,"American Indian, Alaska Native, or Indigenous",TH,10,Household without Children
238,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,10,Household without Children
239,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",TH,10,Household without Children
240,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,10,Household without Children
241,Non-Hispanic/Non-Latin(a)(o)(x),Male,"American Indian, Alaska Native, or Indigenous",TH,10,Household without Children
242,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,10,Household without Children
243,Hispanic/Latin(a)(o)(x),Female,White,TH,10,Household without Children
244,Non-Hispanic/Non-Latin(a)(o)(x),Male,"American Indian, Alaska Native, or Indigenous",TH,10,Household without Children
245,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,10,Household without Children
246,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,10,Household without Children
247,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,9,Household without Children
248,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",TH,9,Household without Children
249,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,9,Household without Children
250,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,9,Household without Children
251,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,9,Household without Children
252,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,9,Household without Children
253,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,9,Household without Children
254,Hispanic/Latin(a)(o)(x),Male,"Black, African American, or African",TH,9,Household without Children
255,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,9,Household without Children
256,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,9,Household without Children
257,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,9,Household without Children
258,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,2,Household without Children
259,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",TH,9,Household without Children
260,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,9,Household without Children
261,Non-Hispanic/Non-Latin(a)(o)(x),Male,"American Indian, Alaska Native, or Indigenous",TH,9,Household without Children
262,Non-Hispanic/Non-Latin(a)(o)(x),Male,Asian or Asian American,TH,9,Household without Children
263,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,9,Household without Children
264,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,9,Household without Children
265,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,9,Household without Children
266,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,9,Household without Children
267,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,9,Household without Children
268,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,9,Household without Children
269,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,9,Household without Children
270,Hispanic/Latin(a)(o)(x),Female,Multi-Racial,TH,9,Household without Children
271,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,9,Household without Children
272,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,9,Household without Children
273,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,9,Household without Children
274,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,9,Household without Children
275,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,9,Household without Children
276,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,9,Household without Children
277,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,9,Household without Children
278,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,9,Household without Children
279,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,9,Household without Children
280,Hispanic/Latin(a)(o)(x),Female,Multi-Racial,TH,9,Household without Children
281,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,9,Household without Children
282,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,9,Household without Children
283,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,9,Household without Children
284,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,9,Household without Children
285,Non-Hispanic/Non-Latin(a)(o)(x),Male,Asian or Asian American,TH,9,Household without Children
286,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",TH,9,Household without Children
287,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,9,Household without Children
288,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",TH,9,Household without Children
289,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,9,Household without Children
290,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,9,Household without Children
291,Hispanic/Latin(a)(o)(x),Male,White,TH,9,Household without Children
292,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,#N/A,Household without Children
293,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,#N/A,Household without Children
294,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,9,Household without Children
295,Non-Hispanic/Non-Latin(a)(o)(x),Male,"American Indian, Alaska Native, or Indigenous",TH,9,Household without Children
296,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,9,Household without Children
297,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,9,Household without Children
298,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",TH,9,Household without Children
299,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,9,Household without Children
300,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,9,Household without Children
301,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,12,Household without Children
302,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,9,Household without Children
303,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,9,Household without Children
304,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,9,Household without Children
305,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,9,Household without Children
306,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,9,Household without Children
307,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",TH,9,Household without Children
308,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,9,Household without Children
309,Non-Hispanic/Non-Latin(a)(o)(x),Female,Multi-Racial,TH,9,Household without Children
310,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,9,Household without Children
311,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,9,Household without Children
312,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,9,Household without Children
313,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,9,Household without Children
314,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,9,Household without Children
315,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",TH,9,Household without Children
316,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,9,Household without Children
317,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",TH,9,Household without Children
318,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,9,Household without Children
319,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,9,Household without Children
320,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,9,Household without Children
321,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,9,Household without Children
322,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",TH,9,Household without Children
323,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,9,Household without Children
324,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,9,Household without Children
325,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,9,Household without Children
326,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,9,Household without Children
327,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,9,Household without Children
328,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,9,Household without Children
329,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,9,Household without Children
330,Non-Hispanic/Non-Latin(a)(o)(x),Male,Asian or Asian American,TH,9,Household without Children
331,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,9,Household without Children
332,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,9,Household without Children
333,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,9,Household without Children
334,Hispanic/Latin(a)(o)(x),Female,White,TH,9,Household without Children
335,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",TH,9,Household without Children
336,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,9,Household without Children
337,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,9,Household without Children
338,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,9,Household without Children
339,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,9,Household without Children
340,Hispanic/Latin(a)(o)(x),Male,White,TH,9,Household without Children
341,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",TH,9,Household without Children
342,Hispanic/Latin(a)(o)(x),Female,White,TH,9,Household without Children
343,Hispanic/Latin(a)(o)(x),Female,Client refused,TH,8,Household without Children
344,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,8,Household without Children
345,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,8,Household without Children
346,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,8,Household without Children
347,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,8,Household without Children
348,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,8,Household without Children
349,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,8,Household without Children
350,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,8,Household without Children
351,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",TH,8,Household without Children
352,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,8,Household without Children
353,Data not collected,Male,"American Indian, Alaska Native, or Indigenous",TH,8,Household without Children
354,Non-Hispanic/Non-Latin(a)(o)(x),Female,"American Indian, Alaska Native, or Indigenous",TH,8,Household without Children
355,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,8,Household without Children
356,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",TH,8,Household without Children
357,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,8,Household without Children
358,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,8,Household without Children
359,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,8,Household without Children
360,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,8,Household without Children
361,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,8,Household without Children
362,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,8,Household without Children
363,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,8,Household without Children
364,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,8,Household without Children
365,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,8,Household without Children
366,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,8,Household without Children
367,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,8,Household without Children
368,Hispanic/Latin(a)(o)(x),Male,White,TH,8,Household without Children
369,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,8,Household without Children
370,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,8,Household without Children
371,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,8,Household without Children
372,Hispanic/Latin(a)(o)(x),Female,White,TH,12,Household without Children
373,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,8,Household without Children
374,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,8,Household without Children
375,Non-Hispanic/Non-Latin(a)(o)(x),Male,Multi-Racial,TH,8,Household without Children
376,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,8,Household without Children
377,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,8,Household without Children
378,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,8,Household without Children
379,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,8,Household without Children
380,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,8,Household without Children
381,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,8,Household without Children
382,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,8,Household without Children
383,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,8,Household without Children
384,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",TH,8,Household without Children
385,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,8,Household without Children
386,Hispanic/Latin(a)(o)(x),Female,"Black, African American, or African",TH,8,Household without Children
387,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,8,Household without Children
388,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,8,Household without Children
389,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,8,Household without Children
390,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,8,Household without Children
391,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,8,Household without Children
392,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,8,Household without Children
393,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,8,Household without Children
394,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,8,Household without Children
395,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,8,Household without Children
396,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,8,Household without Children
397,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",TH,8,Household without Children
398,Non-Hispanic/Non-Latin(a)(o)(x),Female,"American Indian, Alaska Native, or Indigenous",TH,8,Household without Children
399,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,8,Household without Children
400,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,8,Household without Children
401,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,8,Household without Children
402,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",TH,8,Household without Children
403,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,8,Household without Children
404,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,8,Household without Children
405,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,8,Household without Children
406,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,8,Household without Children
407,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,8,Household without Children
408,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,8,Household without Children
409,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",TH,8,Household without Children
410,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,8,Household without Children
411,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,8,Household without Children
412,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,#N/A,Household without Children
413,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",TH,8,Household without Children
414,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,8,Household without Children
415,Non-Hispanic/Non-Latin(a)(o)(x),Female,Multi-Racial,TH,8,Household without Children
416,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,8,Household without Children
417,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,8,Household without Children
418,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,8,Household without Children
419,Non-Hispanic/Non-Latin(a)(o)(x),Other gender,White,TH,8,Household without Children
420,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,8,Household without Children
421,Non-Hispanic/Non-Latin(a)(o)(x),Female,"American Indian, Alaska Native, or Indigenous",TH,8,Household without Children
422,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,8,Household without Children
423,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,8,Household without Children
424,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,8,Household without Children
425,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,8,Household without Children
426,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,8,Household without Children
427,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",TH,8,Household without Children
428,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,8,Household without Children
429,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,8,Household without Children
430,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,8,Household without Children
431,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,8,Household without Children
432,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",TH,8,Household without Children
433,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,8,Household without Children
434,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,8,Household without Children
435,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,8,Household without Children
436,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,8,Household without Children
437,Hispanic/Latin(a)(o)(x),Male,White,TH,8,Household without Children
438,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,8,Household without Children
439,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,8,Household without Children
440,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,8,Household without Children
441,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",TH,8,Household without Children
442,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,8,Household without Children
443,Non-Hispanic/Non-Latin(a)(o)(x),Other gender,White,TH,8,Household without Children
444,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,8,Household without Children
445,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",TH,8,Household without Children
446,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,8,Household without Children
447,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,8,Household without Children
448,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,8,Household without Children
449,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,8,Household without Children
450,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",TH,8,Household without Children
451,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",TH,8,Household without Children
452,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,8,Household without Children
453,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,8,Household without Children
454,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,8,Household without Children
455,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,7,Household without Children
456,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,7,Household without Children
457,Hispanic/Latin(a)(o)(x),Male,White,TH,7,Household without Children
458,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,7,Household without Children
459,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",TH,7,Household without Children
460,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,7,Household without Children
461,Non-Hispanic/Non-Latin(a)(o)(x),Female,"American Indian, Alaska Native, or Indigenous",TH,7,Household without Children
462,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,7,Household without Children
463,Hispanic/Latin(a)(o)(x),Female,"American Indian, Alaska Native, or Indigenous",TH,7,Household without Children
464,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,7,Household without Children
465,Non-Hispanic/Non-Latin(a)(o)(x),Male,Multi-Racial,TH,7,Household without Children
466,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,7,Household without Children
467,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,7,Household without Children
468,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,7,Household without Children
469,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,7,Household without Children
470,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,7,Household without Children
471,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",TH,7,Household without Children
472,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,7,Household without Children
473,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,7,Household without Children
474,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,#N/A,Household without Children
475,Non-Hispanic/Non-Latin(a)(o)(x),Female,Multi-Racial,TH,7,Household without Children
476,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,7,Household without Children
477,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,7,Household without Children
478,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,7,Household without Children
479,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,7,Household without Children
480,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,7,Household without Children
481,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,7,Household without Children
482,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,7,Household without Children
483,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,7,Household without Children
484,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,7,Household without Children
485,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,7,Household without Children
486,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,7,Household without Children
487,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,7,Household without Children
488,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,7,Household without Children
489,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,7,Household without Children
490,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",TH,7,Household without Children
491,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,7,Household without Children
492,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",TH,7,Household without Children
493,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,7,Household without Children
494,Non-Hispanic/Non-Latin(a)(o)(x),Female,Multi-Racial,TH,7,Household without Children
495,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,7,Household without Children
496,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,7,Household without Children
497,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",TH,7,Household without Children
498,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,7,Household without Children
499,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,7,Household without Children
500,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,7,Household without Children
501,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,7,Household without Children
502,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,7,Household without Children
503,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",TH,7,Household without Children
504,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",TH,7,Household without Children
505,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,7,Household without Children
506,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,7,Household without Children
507,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",TH,7,Household without Children
508,Hispanic/Latin(a)(o)(x),Male,White,TH,7,Household without Children
509,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,7,Household without Children
510,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,7,Household without Children
511,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,7,Household without Children
512,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,7,Household without Children
513,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",TH,7,Household without Children
514,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,7,Household without Children
515,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,7,Household without Children
516,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,7,Household without Children
517,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,7,Household without Children
518,Non-Hispanic/Non-Latin(a)(o)(x),Female,"American Indian, Alaska Native, or Indigenous",TH,7,Household without Children
519,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,7,Household without Children
520,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",TH,7,Household without Children
521,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",TH,7,Household without Children
522,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,7,Household without Children
523,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,7,Household without Children
524,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",TH,7,Household without Children
525,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,7,Household without Children
526,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,7,Household without Children
527,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,#N/A,Household without Children
528,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",TH,7,Household without Children
